number,name_anglicized,name_latin,title,region_anglicized,region_latin,fief_area,fief_latin,knights,knights_shared,villanos,commendatarios,held_from,held_from_latin,augmentum_knights,augmentum_knights_shared,augmentum_sergeant,augmentum_sergeant_shared,augmentum_crossbow,augmentum_crossbow_shared,augmentum_infantry,augmentum_infantry_shared,location
450,Philip Guarna,Philippus Guarna,,Salerno,,San Mango Piemonte,San Mango Piemonte,1,,,,,,2,6,0,0,,,,,
451,Alfanus of Castellamare,Alfanus de Castello ad Mare,,,,Castallammare della Bruca,Castello Maris,3,,,,,,11,11,0,0,,,,,
451,Alfanus of Castellamare,Alfanus de Castello ad Mare,,,,"Torricella, Toricelli",Turricella,1.5,,,,,,,,,,,,,,
451,Alfanus of Castellamare,Alfanus de Castello ad Mare,,,,Cilento,Cilento,1,,,,,,,,,,,,,,
452,Marinus Brancaccio of Naples,Marinus Brancatius Neapolis,,,,name omitted,name omitted,4,,,,,,8,15,0,0,,,,,
453,Arrabitus of Cuccaro,Arrabitus de Cucculo,,Salerno,Salerno,Cuccaro Vetere,Cucculum,4,,,,,,8,20,0,0,,,,,
454,Florius of Camerota,Florius de Camerota,,Salerno,Salerno,Camerota,Camerota,12,,,,,,24,50,0,0,,,,,
455,Raul,Raul,,,,Corbella,Corbella,2,,,,Godfrey son of Roger Camerota,Goffridi filii Rogerii de Camerota,4,0,0,0,,,,,
455,Raul,Raul,,,,,,1,,,,King,dominus Rex,2,0,0,0,,,,,
456,Ebolus Camerarius,Ebolus Camerarius,,Salerno,Salerno,Magliano Vetere,Florio in Mallano,0.5,,,,,,2,0,0,0,,,,,
457,Robert Salvaticus,Robertus Salvaticus,,,,Mallanum,Mallanum,1.5,,,,,,3,0,0,0,,,,,
458,Niel de Pissocta,Niel de Pissocta,,Salerno,Salerno,Pissocta,Pissocta,2,,,,,Florius de Camerota,4,0,0,0,,,,,
459,Roger Petictus,Rogerius Petictus,,,,name omitted,name omitted,2,,,,,Florius de Camerota,4,0,0,0,,,,,
460,Raul,Raul,,,,Valle Corbella,Corbellam,3,,,,Godfrey son of Roger Camerota,Goffridi filii Rogerii de Camerota,6,10,0,0,,,,,
460,Raul,Raul,,,,name omitted,name omitted,,,,,King/ Court,Curia,,,,,,,,,
461,,,,,,,,,,,,,,,,,,,,,,
462,Gaulterius Bulcafolla,Gaulterius Bulcafola,,,,Baylardi Camerarii,Baylardi Camerarii,1,,,,King,domino Rege,3,0,0,0,,,,,
463*,Robbert of Quallecta,Robberti de Quallecta,,,,,,,,,,,,,,,,,,,,
463,Tancred of Altavilla,Tancredus de Altavilla,,Salerno,Salerno,Felitto,Fillectum,5,,,,,,8,30,0,0,,,,,
463,Tancred of Altavilla,Tancredus de Altavilla,,Salerno,Salerno,Altavilla Silentina,Altavillam,,,,,,,,,,,,,,,
463,Tancred of Altavilla,Tancredus de Altavilla,,Salerno,Salerno,Persano ,Curia Persanum,2,,,,,,4,0,0,0,,,,,
464,Tancred of Altavilla,Tancredus de Altavilla,,Salerno,Salerno,Castel San Lorenzo. Sanctus Laurentius de Stricta,Sanctum Laurentium,1,,,,,,4,12,0,0,,,,,
464,Tancred of Altavilla,Tancredus de Altavilla,,Salerno,Salerno,Lauri,Castellum Lorenti [corr. Lauri],1,,,,,,,,,,,,,,
465,Malgerius Alteville,Malgerius Alteville,,Salerno,Salerno,Polla,Pollam,3,,,,King,Domino Rege,6,10,0,0,,,,,
466,William of Pistiglione,Guillelmus de Pistilione,,Salerno,Salerno,Serre ,Serretellam ,5,,,,,,8,40,0,0,,,,,
466,William of Pistiglione,Guillelmus de Pistilione,,,,name omitted,name omitted,,,,,,,,,,,,,,,
466,William of Pistiglione,Guillelmus de Pistilione,,Salerno,Salerno,Campagna,Campania,1,,,,,,,,,,,,,,
467,William of Pistiglione,Guillelmus de Pistilione,,Magini,Magini,Selvanera,Silvam Negrum,1,,,,,,2,6,0,0,,,,,
468,Fulco de Senercla,Fulco de Senercla,,,,name omitted,name omitted,3,,,,,,6,20,0,0,,,,,
469,William of Laviano,Guillelmus de Laviano,,Salerno,Salerno,Laviano,Lavianum,6,,,,,,20 [corr. 16],10,0,0,,,,,
469,William of Laviano,Guillelmus de Laviano,,Avellino,Avellinum,Calabritto,Calabettam,,,,,,,,,,,,,,,
469,William of Laviano,Guillelmus de Laviano,,,,La Massa,Massam,,,,,,,,,,,,,,,
469,William of Laviano,Guillelmus de Laviano,,Avellino,Avellinum,Oppido,Oppidum,2,,,,,,,,,,,,,,
470,"William, the King's Notary",Guillelmus Regius Notarius,,,,,,,,,,,,,,,,,,,,
471,Fulco of Senercla,Fulco de Senercla,,,,name omitted,name omitted,1,,,,,,2,,,,,,,,
471,Fulco of Senercla,Fulco de Senercla,,,,,,10,,,,,,25,20,0,0,,,,,
472,Richard of St. Sophia,Riccardus de Sancta Sophia,,Potenza,Potenza,Baragiano,Baresanum,,,,,,,12,30,0,0,,,,,
472,Richard of St. Sophia,Riccardus de Sancta Sophia,,Potenza,Potenza,Santa Sophia,Sanctam Sophiam,,,,,,,,,,,,,,,
472,Richard of St. Sophia,Riccardus de Sancta Sophia,,Potenza,Potenza,Marmore,Marmore,,,20,,,,,,,,,,,,
472,Richard of St. Sophia,Riccardus de Sancta Sophia,,Potenza,Potenza,Muro Lucano,Muro,6,,8,,,,,,,,,,,,
473,Roger of Platano,Rogerius de Platano,,Potenza,Potenza,Marmore,Marmoris,2,,,,,,4,15,0,0,,,,,
473,Roger of Platano,Rogerius de Platano,,,,Platano,Plantanum [corr. Platanum],,,,,,,,,,,,,,,
473,Roger of Platano,Rogerius de Platano,,Salerno,Salerno,Auletta,Olecta,,,11,,,,,,,,,,,,
473,Roger of Platano,Rogerius de Platano,,Salerno,Salerno,Buccino,Pulcino,,,3,,,,,,,,,,,,
473,Roger of Platano,Rogerius de Platano,,Potenza,Potenza,Muro Lucano,Murum,,,12,,,,,,,,,,,,
474,William of Marmore,Guillelmus de Marmore,,,,Nicolaus Platani,Nicolaus Palatani [corr. Platani],1,,,,,,2,0,0,0,,,,,
475,Hugo of Vitrice and William of Marmore,Hugo de Vitice [corr. Vitrice] et filius Hugonis de Marmore,,Potenza,Potenza,Vitrice,Viticem [corr. Vitricem],,,,,,,0,0,0,0,,,,,
475,Hugo of Vitrice and William of Marmore,Hugo de Vitice [corr. Vitrice] et filius Hugonis de Marmore,,Potenza,Potenza,Marmore,Marmoris,2,,,,,,4,10,0,0,,,,,
476,William son of Hugo of Marmore,Guillelmus filius Hugonis de Marmore,,,,Bellon,Bella ,,,24,,,,1,0,0,0,,,,,
477,Guaymar of Rotunda,Guaymarius de Rotunda,,Potenza,Potenza,Vietri de Potenza,Vetri [corr. Vietri],,,,,,,0,0,0,0,,,,,
477,Guaymar of Rotunda,Guaymarius de Rotunda,,,,Bellon,Bellonis,1,,,,,,2,20,0,0,,,,,
478,Daughter of Robert of St. Fraymundi,Filia Robberti Sancta Fraymundi,,Salerno,Salerno,Romagnano al Monte,Romagnanum,1,,,,Robert of Sancta Fraymundi,Robberti Sancti Fraymundi,2,0,0,0,,,,,
479,Accardus of Vetro [Vietro],Accardus de Vetro,,Potenza,Potenza,Vietri de Potenza,Vetri [corr. Vietri],1,,,,,,2,15,0,0,,,,,
480,Arnold of Contursio,Arnaldus de Contursio,,Salerno,Salerno,Contersi ,Contursii,2,,,,,,4,0,0,0,,,,,
481,Landulfus of Mt. Maranus,Landulfus Montis Marani,,,,,,,,,,,,,,,,,,,,
482,Tancred of St. Felix,Tancredus Sancti Felis [Felicis),,Potenza,Potenza,San Fele,Sanctum Felem,1,,,,,,12,40,0,0,,,,,
482,Tancred of St. Felix,Tancredus Sancti Felis [Felicis),,Potenza,Potenza,Agromonte,Acremontem,2,,,,,,,,,,,,,,
482,Tancred of St. Felix,Tancredus Sancti Felis [Felicis),,Salerno,Salerno,Ricigliano,Riccillanum,2,,,,,,,,,,,,,,
483,"Peregrinus de Gisay, Berengarius",Peregrinus de Gisay,,Potenza,Potenza,"Sarconem, Sartonem, Sarconi or Marsico Vetere",Sarconem,2,,,,,,8,20,0,0,,,,,
483,"Peregrinus de Gisay, Berengarius",Peregrinus de Gisay,,,,"Pertecara, Torre di Perticara",Pertecaram,2,,,,,,,,,,,,,,
484,Roger of Cavano,Rogerius de Cavano,,Salerno,Salerno,Salvitelle,Silvetellam,1,,,,,,2,6,0,0,,,,,
485,Guarinus of Salvia,Guarinus de Salvia,,Potenza,Potenza,"Salvia, Savoia di Lucania",Salviam,1,,,,,,2,8,0,0,,,,,
486,Robert son of Roger of Casteluccio,Robbertus filius Rogerii de Castellucio,,,,name omitted,name omitted,1,,,,,,2,0,0,0,,,,,
487,Lampus of Fasanella,Lampo de Fasanella,,Salerno,Salerno,S. Angello a Fasanella,Fasanelle,2,,,,,,12,50,0,0,,,,,
488,Trogisius,Trogisius,,,,name omitted,name omitted,1,,,,,,,,,,,,,,
488,Trogisius,Trogisius,,,,Pantoliano,Pantaleonem,2,,,,,,,,,,,,,,
488,Trogisius,Trogisius,,Salerno,Salerno,"Castelcivita, Castelluzzo",Castellum Novum,1,,,,,,,,,,,,,,
488,Trogisius,Trogisius,,Salerno,Salerno,Sicignano degli Alburni,Siciniano,1,,40,,,,,,,,,,,,
488,Trogisius,Trogisius,,,,name omitted,name omitted,1,,,,,,,,,,,,,,
489,William of Palude,Guillelmus de Palude,,,,,Joczoninus Sancti Felis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
806,Robert of Buonalbergo,Robertus de Bono Herbergo,Count,Capua,Principatu Capue,"Sessola, Suessula",Capua Suessula Pantana,8,,,,King,,20,0,2,0,,,,,
806,Robert of Buonalbergo,Robertus de Bono Herbergo,Count,Capua,Principatu Capue,Acerra,,5,,,,King,,,,,,,,,,
806,Robert of Buonalbergo,Robertus de Bono Herbergo,Count,Capua,Principatu Capue,Maranello,,7,,,,King,,,,,,,,,,
807,Rainald Musca,Raynaldus Musca,,Capua,Principatu Capue,,,4,,,,Robert of Buonalbergo,,8,0,0,0,,,,,
808,Richard of Aquila,Riccardus de Aquila,Count,Aquila,,Calvi,,20,,,,King,,21,0,0,0,,,,,
808,Richard of Aquila,Riccardus de Aquila,Count,Aquila,,Riardo,,1,,,,King,,,,,,,,,,
809,John of Baios,Johannes de Baios,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
810,Hector of Thora,Hector de Thora,His Baron,Aquila,,,,2,,,,Richard of Aquila,,4,0,0,0,,,,,
811,William Guaius,Guillelmus Guaius,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
812,Marinus of Capua,Marinus de Capua,His Baron,Aquila,,,,2,,,,Richard of Aquila,,4,0,0,0,,,,,
813,Amicus of Rivo Matrice,Amicus de Reumatrice,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
814,Raul of Actia,Raul de Actia,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
815,Simon Joscelin,Symon Joczolinus,His Baron,Aquila,,,,2,,,,Richard of Aquila,,4,0,0,0,,,,,
816,William Blosseville,Guillelmus Blassaville,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
817,Brother of William son of Blardinus,Frater Guillelmi Filii Blardini,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
818,Richard Brunellus,Riccardus Brunellus,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
819,Son of Ursus of Regina,Filius Ursi de Regina,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
820,Gloriosus,Gloriosus,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
821,The son of Godfrey Scallone,Filius Goffridi Scalloni,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
822,Manasses,Manasses,His Baron,Aquila,,,,1,,,,Richard of Aquila,,2,0,0,0,,,,,
823,The Abbot of Cassino,Abbas Casinensis,Abbot,Aquila,,,,0,,,,King,,60,200,0,0,,,,,
824,Jonathan of Carinola,Jonathas de Caleno,Count,Carinola,,Capua Carinola,,15,,,,King,,27,50,0,0,,,,,
824,Jonathan of Carinola,Jonathas de Caleno,Count,Carinola,,Airola,,5,,,,King,,,,,,,,,,
824,Jonathan of Carinola,Jonathas de Caleno,Count,Carinola,,San Martino,,5,,,,King,,,,,,,,,,
825,William de Avenablo,Willelmus de Avanabulo,,Carinola,,in Aversa,,11,,,,Johnathan of Caleno,,12,0,0,0,,,,,
826,Odo Peregrine,Odo Peregrinus,,Carinola,,,,1,,,,William de Avenablo,,2,0,0,0,,,,,
827,Raul son of Jordan,Raul filius Jordani,,Carinola,,,,1,,,,William de Avenablo,,2,0,0,0,,,,,
828,William son of Humphrey,Guillelmus filius Unfridi,,Carinola,,,,2,,,,William de Avenablo,,4,0,0,0,,,,,
829,Nicholas son of Matthew of Monfici,Nicolaus filius Mathei de Monfici,,Carinola,,,,1,,,,William de Avenablo,,2,0,0,0,,,,,
830,William son of Umbertus,Guillelmus filius Umberti,,Carinola,,,,1,,,,William de Avenablo,,2,0,0,0,,,,,
831,Aymarius of Naples,Aymarius de Neapoli,,Carinola,,,,1,,,,William de Avenablo,,2,0,0,0,,,,,
832,Pandulf de Alaysi,Pandulfus de Alaysi,,Carinola,,,,1,,,,William de Avenablo,,2,0,0,0,,,,,
833,Peter Cacapice,Petrus Cacapice,Constable,Carinola,,,,1,,,,William de Avenablo,,0,0,0,0,,,,,
834,Robert Ingressus,Robbertus Ingressus,,Carinola,,Rocca de Albano,,2,,,,Johnathan of Caleno,,4,10,0,0,,,,,
835,Bartholomew Burrellus,Bartholomeus Burrellus,,(Carinola?) This is not stated but reasoned,,,,,,,,Johnathan of Caleno,Jonathas comes de Caleno,,,,,,,,,
836,Landulf of Aquino,Landulfus de Aquino,,Curia,,Alvito,,10,,,,Johnathan of Caleno,,20,30,0,0,,,,,
836,Landulf of Aquino,Landulfus de Aquino,,Curia,,Campoli,,0,,,,Johnathan of Caleno,,,,,,,,,,
836,Landulf of Aquino,Landulfus de Aquino,,Curia,,Aquino (1/4),,0,,,,Johnathan of Caleno,,,,,,,,,,
837,Rainald Buccavitellus,Raynaldus Buccavitellus,,Curia,,Gallinaro,,3,,,,Johnathan of Caleno,,6,6,0,0,,,,,
838,Pandulf ,Pandulfus,,Curia,,Nocellato,,2,,,,Johnathan of Caleno,,4,0,0,0,,,,,
839,Rainald Musca,Raynaldus Musca,,Curia,,Arienzo,,4,,,,King,,34,100,10,0,,,,,
840,William Fillarinus,Guillelmus Fillarinus,,Curia,,Rocca,,2,,,,Raynald Musca,,4,0,0,0,,,,,
841,Fulk the chaplain and Robert son of Scaldus,Fulco Cappellanus et Robbertus filius Scaldi,,Curia,,,,2,,,,William Fillarinus/Raynald Musca,,4,0,0,0,,,,,
842,Roalt and Jordan,Roaltum et Jordanus,,Curia,,,,2,,,,William Fillarinus/Raynald Musca,,2,0,0,0,,,,,
843,Robert de Lauro,Robbertus de Lauro,,Court at Aversa,,Lauro,,4,,,,King,,6,10,0,0,,,,,
844,Landulf Burrell,Landulfus Burrellus,,Court at Aversa,,Strangolagalli,,1,,,,King,,2,0,0,0,,,,,
845,William of Mt. Forti,Guillelmus de Monte Forti,,Court at Aversa,,Monteforte,,2,,,,King,,7,15,0,0,,,,,
845,William of Mt. Forti,Guillelmus de Monte Forti,,Court at Aversa,,Avellino,,1.5,,,,King,,,,,,,,,,
845,William of Mt. Forti,Guillelmus de Monte Forti,,Court at Aversa,,Mercogliano,,1.5,,,,King,,,,,,,,,,
845,William of Mt. Forti,Guillelmus de Monte Forti,,Court at Aversa,,Forino,,0.5,,,,King,,,,,,,,,,
845,William of Mt. Forti,Guillelmus de Monte Forti,,Court at Aversa,,Sarno,,0.5,,,,King,,,,,,,,,,
845,William of Mt. Forti,Guillelmus de Monte Forti,,Court at Aversa,,Alito,,1,,,,King,,,,,,,,,,
846,Godfrey son of William of Mt. Forti,Goffridus eius filius,,Court at Aversa,,in Aversa,,2,,,,King,,5,0,0,0,,,,,
847,Baldwin Longaville,Balduinus Longaville,,Court at Aversa,,in Aversa,,1,,,,King,,2,0,0,0,,,,,
848,Roger of Pede Larrone,Rogerius de Pede Larrone,,Court at Aversa,,in Aversa,,1,,,,King,,2,0,0,0,,,,,
849,Matthew of Avenabulo,Matheus de Avenabulo,,Court at Aversa,,in Aversa,,2,,,,King,,4,0,0,0,,,,,
850,Robert Caramannus,Robbertus Caramannus,,Court at Aversa,,,,2,,,,Matthew of Avenabulo,,3,0,0,0,,,,,
1030,Robert of Aprutium,Robertus Aprutii,Count,Aprutium,,Atri,,10,,,,,,76,200,0,0,,,,,
1030,Robert of Aprutium,Robertus Aprutii,Count,Aprutium,,Santo Flaviano,,10,,,,,,,,,,,,,,
1030,Robert of Aprutium,Robertus Aprutii,Count,Aprutium,,Contraguerra,,4,,,,,,,,,,,,,,
1030,Robert of Aprutium,Robertus Aprutii,Count,Aprutium,,Civitella,,3,,,,,,,,,,,,,,
1030,Robert of Aprutium,Robertus Aprutii,Count,Aprutium,,Auferanum,,5,,,,,,,,,,,,,,
1030,Robert of Aprutium,Robertus Aprutii,Count,Aprutium,,Campoli,,5,,,,,,,,,,,,,,
1030,Robert of Aprutium,Robertus Aprutii,Count,Aprutium,,Montorio,,5,,,,,,,,,,,,,,
1030,Robert of Aprutium,Robertus Aprutii,Count,Aprutium,,Aquaviva,,1,,,,,,,,,,,,,,
1030,Robert of Aprutium,Robertus Aprutii,Count,Aprutium,,Torre,,1,,,,,,,,,,,,,,
1031,Berard of Castellone,Berardus de Castellone,,Aprutium,,Baezano,,3,,,,Robert of Aprutium,,8,20,0,0,,,,,
1031,Berard of Castellone,Berardus de Castellone,,Aprutium,,Faraone,,1,,,,Robert of Aprutium,,,,,,,,,,
1032,William and James Colonellus,Guillelmus Colonellus et Jacobus frater,,Aprutium,,Colonella,,2,,,,Robert of Aprutium,,2,8,0,0,,,,,
1033,Walter Raynaldi,Gualtarius Raynaldi,,Aprutium,,S. Omero,,4,,,,Robert of Aprutium,,10,20,0,0,,,,,
1033,Walter Raynaldi,Gualtarius Raynaldi,,Aprutium,,Aquaviva,,1,,,,Robert of Aprutium,,,,,,,,,,
1034,Oderisius of Corroppoli,Oderisius de Corroppoli,,Aprutium,,Corropoli,,2,,,,Robert of Aprutium,,4,8,0,0,,,,,
1035,Hugozonus,Hugozonus,,Aprutium,,Ripa Gualterana,,2,,,,Robert of Aprutium,,5,20,0,0,,,,,
1035,Hugozonus,Hugozonus,,Aprutium,,Torricella,,1,,,,Robert of Aprutium,,,,,,,,,,
1035,Hugozonus,Hugozonus,,Aprutium,,Collutum,,1,,,,Robert of Aprutium,,,,,,,,,,
1035,Hugozonus,Hugozonus,,Aprutium,,Luco,,1,,,,Robert of Aprutium,,,,,,,,,,
1036,Richard and Odemundus Bagnadinus,Riccardus Bagnadinus et Odemundus nepos eius,,Aprutium,,Rocca Camilliana,,2,,,,Robert of Aprutium,,6,12,0,0,,,,,
1036,Richard and Odemundus Bagnadinus,Riccardus Bagnadinus et Odemundus nepos eius,,Aprutium,,Poggio and S. Croce,,1,,,,Robert of Aprutium,,,,,,,,,,
1037,Huguizonus Leguitarius,Huguizonus Leguitarius,,Ascoli,,Leguitario,,2,,,,,,2,8,0,0,,,,,
1038,Landulf Cerboni,Landulfus Cerboni,,River Tronto,,Monte S. Paolo,,2,,,,,,4,8,0,0,,,,,
1039,Walter Enganna,Gualtarius Enganna,Count,River Tronto,,Monte Dunnolo,,2,,,,,,4,8,0,0,,,,,
1040,Acto Muczani,Acto Muczani,,Ascoli,,Mucciano,,1,,,,Robert of Aprutium,,2,4,0,0,,,,,
1041,Bagnolinus of Macchia,Bagnolinus de Maccla,,Ascoli,,Macchia,,1,,,,Robert of Aprutium,,2,4,0,0,,,,,
1042,Acto Todini,Acto Totidini (corr. Todini),,Aprutium,,Bellante,,4,,,,Robert of Aprutium,,9.5,30,0,0,,,,,
1042,Acto Todini,Acto Totidini (corr. Todini),,Aprutium,,Ripa,,2,,,,Robert of Aprutium,,,,,,,,,,
1042,Acto Todini,Acto Totidini (corr. Todini),,Aprutium,,Colli,,0.5,,,,Robert of Aprutium,,,,,,,,,,
1042,Acto Todini,Acto Totidini (corr. Todini),,Aprutium,,Speltino,,0.5,,,,Robert of Aprutium,,,,,,,,,,
1042,Acto Todini,Acto Totidini (corr. Todini),,Aprutium,,S. Angelo,,1,,,,Robert of Aprutium,,,,,,,,,,
1043,Acto de Ripa Candone,Acto de Ripa Candone,,Aprutium,,Ripa Candone,,1,,,,Acto Todini,,2,4,0,0,,,,,
1044,Acto of Patecciano,Acto de Peteczano,,Aprutium,,Patecciano,,1,,,,Acto Todini,,3,6,0,0,,,,,
1044,Acto of Patecciano,Acto de Peteczano,,Aprutium,,Speltino,,0.5,,,,Acto Todini,,,,,,,,,,
1045,William of Andrea,Guillelmus de Andrea,,Aprutium,,Arenario,,1,,,,Acto Todini,,2,4,0,0,,,,,
1046,Lords of Montecchio,Domini Monticii,,Aprutium,,Montecchio,,1,,,,Acto Todini,,2,4,0,0,,,,,
1047,Todemarius Gaulterii,Todemarius Gualtarii,,Aprutium,,Tizzano,,7,,,,Acto Todini,,14,27,0,0,,,,,
1047,Todemarius Gaulterii,Todemarius Gaulterii,,Aprutium,,Rocca Tetonesca,,0,,,,Acto Todini,,,,,,,,,,
1047,Todemarius Gaulterii,Todemarius Gaulterii,,Aprutium,,Morricone,,0,,,,Acto Todini,,,,,,,,,,
1047,Todemarius Gaulterii,Todemarius Gaulterii,,Aprutium,,Monte S. Pietro,,0,,,,Acto Todini,,,,,,,,,,
1048,Rainald Alberticii,Raynaldus Alberticii,,Aprutium,,Fogliano,,1,,,,Acto Todini,,2,2,0,0,,,,,
1049,Berard of Nicolao,Berardus de Nicolao,,Aprutium,,Selvapiano,,1,,,,Acto Todini,,2,4,0,0,,,,,
1050,Cono Guictonis,Cono Guictonis,,Aprutium,,Poggio,,2,,,,Acto Todini,,4,8,0,0,,,,,
1051,Walter of Poggio,Gualtierius de Podio,,Aprutium,,Cantalupo,,1,,,,Acto Todini,,2,4,0,0,,,,,
1052,James and Rainald,Jacobus et Raynaldus,,Aprutium,,Ripa,,3,,,,Acto Todini,,6,24,0,0,,,,,
1052,James and Rainald,Jacobus et Raynaldus,,Aprutium,,Poggio,,3,,,,Acto Todini,,,,,,,,,,
1217,"Oderisius, Abbot of St. Clement in Pescara",Oderisius abbas Sancti Clementis in Piscaria,Abbot,Chieti,,Fara and Insula,,1,,,,,,13,18,0,0,,,,,
1217,"Oderisius, Abbot of St. Clement in Pescara",Oderisius abbas Sancti Clementis in Piscaria,Abbot,Chieti,,Bolognano,,1,,,,,,,,,,,,,,
1217,"Oderisius, Abbot of St. Clement in Pescara",Oderisius abbas Sancti Clementis in Piscaria,Abbot,Chieti,,Alanno,,2,,,,,,,,,,,,,,
1217,"Oderisius, Abbot of St. Clement in Pescara",Oderisius abbas Sancti Clementis in Piscaria,Abbot,Chieti,,Guardia,,2,,,,,,,,,,,,,,
1217,"Oderisius, Abbot of St. Clement in Pescara",Oderisius abbas Sancti Clementis in Piscaria,Abbot,Chieti,,Arolla,,1,,,,,,,,,,,,,,
1218,Abbot of St. Stephen on the Sea Shore,Abbas Sancti Stephani de Rivo Maris,Abbot,Chieti,,Regolceti,,2,,,,The King,,8,8,0,0,,,,,
1218,Abbot of St. Stephen on the Sea Shore,Abbas Sancti Stephani de Rivo Maris,Abbot,Chieti,,Osento,,1,,,,The King,,,,,,,,,,
1219,Robert Bordinus,Robertus Bordinus,,Chieti,,Casale of San Salvatore,,1,,,,Abbot of St. Stephen,,12,8,0,0,,,,,
1220,Robert Altini,Robertinus Altini,,Chieti,,Scerni,,1,,,,Abbot of St. Stephen,,2,0,0,0,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Teramo,,10,,,,,,24,40,0,0,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,San Benedetto,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Forcella,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Caprafico,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Lavarone,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Ripa,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Tortoreto,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,San Flaviano,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Collevecchio,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Miano,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Montorio,,0,,,,,,,,,,,,,,
1221,Bishop Guy of Aprutium,Guido episcopus Aprutii,Bishop,Aprutium,,Lucum,,0,,,,,,,,,,,,,,
1222,Bishop Berard of Forcone,Berardus episcopus Forconensis,Bishop,Forcone,,,,3,,,,,,6,12,0,0,,,,,
1,Robert of Beneth,Robbertus de Beneth,,Apulie,,Binetto,Beneth,5,,,,King,,11,12,0,0,,,,,"41.0252121471552, 16.71067480734787"
2,Francarius,Francarius,,Apulie,,Bitritto,Bitrictum,5,,,,King,,10,10,0,0,,,,,"41.0389595946639,16.8269373673561 "
3,William of Tot,Guillelmus de Tot,,Apulia,Apulie,Sannicandro,Sanctum Nicandrum,10,,,,King,in capite a domino Rege,20,0,0,0,,,,,"40.99992328932975, 16.798810956879205"
4,Guy of Venusio,Guido de Venusio,,Apulie,,Casamassima,,3,,,,King,,7,8,0,0,,,,,"40.954717737521364, 16.919151844731214"
5,Godfrey Tortamanu,Goffridus Tortamanu,,Apulie,,Adelfia,,2,,,,King,,4,5,0,0,,,,,"41.004265880238954, 16.87455864568235"
6,Roger Flamengus,Rogerius Flamengus,,Apulie,,Palo del Colle,,3,,,,King,,6,6,0,0,,,,,"41.05556016775808, 16.706563372813854"
7,Bohemond of Cagnano,Boamundus de Cagnano,,Apulie,,Noicattaro,,2,,,,King,,8,8,0,0,,,,,"41.03337059851144, 16.988262865107277"
7,Bohemond of Cagnano,Boamundus de Cagnano,,Apulie,,Bitonto,,2,,,,King,,,,,,,,,,"41.1075928707822, 16.691062152393112"
8,Botonti,Botonti,Major Judge,Apulie,,Loseto,,1.5,,,,King,,3,4,0,0,,,,,"41.02'26"", 16.50'49"" decimal: 41.04055556, 16.84694444"
9,William of Tivilla,Guillelmus de Tivilla,,Apulie,,Noicattaro,,2,,,,King,,6,6,0,0,,,,,"41.02'01"", 16.59'18""  41.03361111, 16.98833333"
9,William of Tivilla,Guillelmus de Tivilla,,Apulie,,Bitonto,,1,,,,King,,,,,,,,,,"41.06'54"", 16.41'14""   41.11500000, 16.68722222"
